Layer,Logit_1_Original,Logit_2_Original,Diff_Original,Choice_Original,Logit_1_Patched,Logit_2_Patched,Diff_Patched,Choice_Patched,Choice_Flipped,Causal_Score,prompt_id,original_id
18,-232.250000,-233.750000,1.500000,1,-403.750000,-403.000000,-0.750000,2,True,2.250000,p002,G_112
19,-232.250000,-233.750000,1.500000,1,-403.750000,-403.000000,-0.750000,2,True,2.250000,p002,G_112
20,-232.250000,-233.750000,1.500000,1,-403.750000,-403.000000,-0.750000,2,True,2.250000,p002,G_112
21,-232.250000,-233.750000,1.500000,1,-403.750000,-403.000000,-0.750000,2,True,2.250000,p002,G_112
22,-232.250000,-233.750000,1.500000,1,-403.500000,-403.000000,-0.500000,2,True,2.000000,p002,G_112
23,-232.250000,-233.750000,1.500000,1,-403.500000,-403.000000,-0.500000,2,True,2.000000,p002,G_112
24,-232.250000,-233.750000,1.500000,1,-403.500000,-403.000000,-0.500000,2,True,2.000000,p002,G_112
25,-232.250000,-233.750000,1.500000,1,-403.500000,-402.750000,-0.750000,2,True,2.250000,p002,G_112
26,-232.250000,-233.750000,1.500000,1,-403.500000,-403.000000,-0.500000,2,True,2.000000,p002,G_112
27,-232.250000,-233.750000,1.500000,1,-403.250000,-402.750000,-0.500000,2,True,2.000000,p002,G_112
0,-155.375000,-156.500000,1.125000,1,-404.250000,-403.750000,-0.500000,2,True,1.625000,p003,G_030
1,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
2,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
3,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
4,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
5,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
6,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
7,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
8,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
9,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
10,-155.375000,-156.500000,1.125000,1,-404.750000,-404.000000,-0.750000,2,True,1.875000,p003,G_030
11,-155.375000,-156.500000,1.125000,1,-404.750000,-404.250000,-0.500000,2,True,1.625000,p003,G_030
12,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
13,-155.375000,-156.500000,1.125000,1,-404.750000,-404.250000,-0.500000,2,True,1.625000,p003,G_030
14,-155.375000,-156.500000,1.125000,1,-404.750000,-404.250000,-0.500000,2,True,1.625000,p003,G_030
15,-155.375000,-156.500000,1.125000,1,-404.750000,-404.250000,-0.500000,2,True,1.625000,p003,G_030
16,-155.375000,-156.500000,1.125000,1,-404.750000,-404.250000,-0.500000,2,True,1.625000,p003,G_030
17,-155.375000,-156.500000,1.125000,1,-404.750000,-404.250000,-0.500000,2,True,1.625000,p003,G_030
18,-155.375000,-156.500000,1.125000,1,-404.750000,-404.250000,-0.500000,2,True,1.625000,p003,G_030
19,-155.375000,-156.500000,1.125000,1,-404.750000,-404.000000,-0.750000,2,True,1.875000,p003,G_030
20,-155.375000,-156.500000,1.125000,1,-404.750000,-404.250000,-0.500000,2,True,1.625000,p003,G_030
21,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
22,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
23,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
24,-155.375000,-156.500000,1.125000,1,-404.500000,-404.000000,-0.500000,2,True,1.625000,p003,G_030
25,-155.375000,-156.500000,1.125000,1,-404.500000,-403.750000,-0.750000,2,True,1.875000,p003,G_030
26,-155.375000,-156.500000,1.125000,1,-404.250000,-403.500000,-0.750000,2,True,1.875000,p003,G_030
27,-155.375000,-156.500000,1.125000,1,-404.750000,-404.250000,-0.500000,2,True,1.625000,p003,G_030
0,-208.875000,-210.000000,1.125000,1,-403.500000,-402.750000,-0.750000,2,True,1.875000,p004,H_093
1,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
2,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
3,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
4,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
5,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
6,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
7,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
8,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
9,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
10,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
11,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
12,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
13,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
14,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
15,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
16,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
17,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
18,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
19,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
20,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
21,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
22,-208.875000,-210.000000,1.125000,1,-403.500000,-403.000000,-0.500000,2,True,1.625000,p004,H_093
23,-208.875000,-210.000000,1.125000,1,-403.250000,-402.750000,-0.500000,2,True,1.625000,p004,H_093
24,-208.875000,-210.000000,1.125000,1,-403.250000,-402.750000,-0.500000,2,True,1.625000,p004,H_093
25,-208.875000,-210.000000,1.125000,1,-403.250000,-402.750000,-0.500000,2,True,1.625000,p004,H_093
26,-208.875000,-210.000000,1.125000,1,-403.250000,-402.500000,-0.750000,2,True,1.875000,p004,H_093
27,-208.875000,-210.000000,1.125000,1,-403.250000,-402.750000,-0.500000,2,True,1.625000,p004,H_093
0,-89.312500,-89.625000,0.312500,1,-403.750000,-403.250000,-0.500000,2,True,0.812500,p005,G_175
1,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
2,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
3,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
4,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
5,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
6,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
7,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
8,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
9,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
10,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
11,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
12,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
13,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
14,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
15,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
16,-89.312500,-89.625000,0.312500,1,-404.500000,-404.000000,-0.500000,2,True,0.812500,p005,G_175
17,-89.312500,-89.625000,0.312500,1,-404.500000,-403.750000,-0.750000,2,True,1.062500,p005,G_175
18,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
19,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
20,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
21,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
22,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
23,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
24,-89.312500,-89.625000,0.312500,1,-404.250000,-403.750000,-0.500000,2,True,0.812500,p005,G_175
25,-89.312500,-89.625000,0.312500,1,-404.000000,-403.500000,-0.500000,2,True,0.812500,p005,G_175
26,-89.312500,-89.625000,0.312500,1,-404.000000,-403.500000,-0.500000,2,True,0.812500,p005,G_175
27,-89.312500,-89.625000,0.312500,1,-404.000000,-403.500000,-0.500000,2,True,0.812500,p005,G_175
0,-149.875000,-150.750000,0.875000,1,-404.750000,-404.000000,-0.750000,2,True,1.625000,p006,G_062
1,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
2,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
3,-149.875000,-150.750000,0.875000,1,-405.000000,-404.250000,-0.750000,2,True,1.625000,p006,G_062
4,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
5,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
6,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
7,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
8,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
9,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
10,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
11,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
12,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
13,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
14,-149.875000,-150.750000,0.875000,1,-405.000000,-404.250000,-0.750000,2,True,1.625000,p006,G_062
15,-149.875000,-150.750000,0.875000,1,-405.000000,-404.500000,-0.500000,2,True,1.375000,p006,G_062
16,-149.875000,-150.750000,0.875000,1,-405.000000,-404.500000,-0.500000,2,True,1.375000,p006,G_062
17,-149.875000,-150.750000,0.875000,1,-405.000000,-404.250000,-0.750000,2,True,1.625000,p006,G_062
18,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
19,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
20,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
21,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
22,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
23,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
24,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
25,-149.875000,-150.750000,0.875000,1,-404.750000,-404.000000,-0.750000,2,True,1.625000,p006,G_062
26,-149.875000,-150.750000,0.875000,1,-404.500000,-404.000000,-0.500000,2,True,1.375000,p006,G_062
27,-149.875000,-150.750000,0.875000,1,-404.750000,-404.250000,-0.500000,2,True,1.375000,p006,G_062
0,-229.125000,-231.000000,1.875000,1,-404.000000,-403.500000,-0.500000,2,True,2.375000,p007,G_295
1,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
2,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
3,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
4,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
5,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
6,-229.125000,-231.000000,1.875000,1,-404.000000,-403.500000,-0.500000,2,True,2.375000,p007,G_295
7,-229.125000,-231.000000,1.875000,1,-404.000000,-403.500000,-0.500000,2,True,2.375000,p007,G_295
8,-229.125000,-231.000000,1.875000,1,-404.000000,-403.500000,-0.500000,2,True,2.375000,p007,G_295
9,-229.125000,-231.000000,1.875000,1,-404.250000,-403.500000,-0.750000,2,True,2.625000,p007,G_295
10,-229.125000,-231.000000,1.875000,1,-404.250000,-403.500000,-0.750000,2,True,2.625000,p007,G_295
11,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
12,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
13,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
14,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
15,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
16,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
17,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
18,-229.125000,-231.000000,1.875000,1,-404.250000,-403.500000,-0.750000,2,True,2.625000,p007,G_295
19,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
20,-229.125000,-231.000000,1.875000,1,-404.250000,-403.750000,-0.500000,2,True,2.375000,p007,G_295
21,-229.125000,-231.000000,1.875000,1,-404.250000,-403.500000,-0.750000,2,True,2.625000,p007,G_295
22,-229.125000,-231.000000,1.875000,1,-404.000000,-403.500000,-0.500000,2,True,2.375000,p007,G_295
23,-229.125000,-231.000000,1.875000,1,-404.000000,-403.500000,-0.500000,2,True,2.375000,p007,G_295
24,-229.125000,-231.000000,1.875000,1,-404.000000,-403.500000,-0.500000,2,True,2.375000,p007,G_295
25,-229.125000,-231.000000,1.875000,1,-404.000000,-403.500000,-0.500000,2,True,2.375000,p007,G_295
26,-229.125000,-231.000000,1.875000,1,-404.250000,-403.500000,-0.750000,2,True,2.625000,p007,G_295
27,-229.125000,-231.000000,1.875000,1,-403.750000,-403.250000,-0.500000,2,True,2.375000,p007,G_295
0,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
1,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
2,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
3,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
4,-161.500000,-163.000000,1.500000,1,-404.000000,-403.250000,-0.750000,2,True,2.250000,p008,G_210
5,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
6,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
7,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
8,-161.500000,-163.000000,1.500000,1,-404.000000,-403.500000,-0.500000,2,True,2.000000,p008,G_210
9,-161.500000,-163.000000,1.500000,1,-404.000000,-403.500000,-0.500000,2,True,2.000000,p008,G_210
10,-161.500000,-163.000000,1.500000,1,-404.000000,-403.250000,-0.750000,2,True,2.250000,p008,G_210
11,-161.500000,-163.000000,1.500000,1,-404.000000,-403.500000,-0.500000,2,True,2.000000,p008,G_210
12,-161.500000,-163.000000,1.500000,1,-404.000000,-403.250000,-0.750000,2,True,2.250000,p008,G_210
13,-161.500000,-163.000000,1.500000,1,-404.000000,-403.500000,-0.500000,2,True,2.000000,p008,G_210
14,-161.500000,-163.000000,1.500000,1,-404.000000,-403.500000,-0.500000,2,True,2.000000,p008,G_210
15,-161.500000,-163.000000,1.500000,1,-404.000000,-403.500000,-0.500000,2,True,2.000000,p008,G_210
16,-161.500000,-163.000000,1.500000,1,-404.000000,-403.500000,-0.500000,2,True,2.000000,p008,G_210
17,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
18,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
19,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
20,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
21,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
22,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
23,-161.500000,-163.000000,1.500000,1,-403.750000,-403.250000,-0.500000,2,True,2.000000,p008,G_210
24,-161.500000,-163.000000,1.500000,1,-403.500000,-403.000000,-0.500000,2,True,2.000000,p008,G_210
25,-161.500000,-163.000000,1.500000,1,-403.500000,-403.000000,-0.500000,2,True,2.000000,p008,G_210
26,-161.500000,-163.000000,1.500000,1,-404.000000,-403.250000,-0.750000,2,True,2.250000,p008,G_210
27,-161.500000,-163.000000,1.500000,1,-403.250000,-402.750000,-0.500000,2,True,2.000000,p008,G_210
0,-17.046875,-17.578125,0.531250,1,-404.250000,-403.750000,-0.500000,2,True,1.031250,p009,G_564
1,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
2,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
3,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
4,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
5,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
6,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
7,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
8,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
9,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
10,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
11,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
12,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
13,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
14,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
15,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
16,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
17,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
18,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
19,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
20,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
21,-17.046875,-17.578125,0.531250,1,-404.750000,-404.250000,-0.500000,2,True,1.031250,p009,G_564
22,-17.046875,-17.578125,0.531250,1,-404.750000,-404.000000,-0.750000,2,True,1.281250,p009,G_564
23,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
24,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
25,-17.046875,-17.578125,0.531250,1,-404.500000,-404.000000,-0.500000,2,True,1.031250,p009,G_564
