Layer,Logit_1_Original,Logit_2_Original,Diff_Original,Choice_Original,Logit_1_Patched,Logit_2_Patched,Diff_Patched,Choice_Patched,Choice_Flipped,Causal_Score,prompt_id,original_id
5,15.179688,15.085938,0.093750,1,15.296875,15.500000,-0.203125,2,True,0.296875,p004,H_093
6,15.179688,15.085938,0.093750,1,15.320312,15.414062,-0.093750,2,True,0.187500,p004,H_093
7,15.179688,15.085938,0.093750,1,15.203125,15.500000,-0.296875,2,True,0.390625,p004,H_093
8,15.179688,15.085938,0.093750,1,15.156250,15.398438,-0.242188,2,True,0.335938,p004,H_093
9,15.179688,15.085938,0.093750,1,15.296875,15.468750,-0.171875,2,True,0.265625,p004,H_093
10,15.179688,15.085938,0.093750,1,14.828125,15.156250,-0.328125,2,True,0.421875,p004,H_093
11,15.179688,15.085938,0.093750,1,15.093750,15.460938,-0.367188,2,True,0.460938,p004,H_093
12,15.179688,15.085938,0.093750,1,14.992188,15.257812,-0.265625,2,True,0.359375,p004,H_093
13,15.179688,15.085938,0.093750,1,15.046875,15.367188,-0.320312,2,True,0.414062,p004,H_093
14,15.179688,15.085938,0.093750,1,14.921875,15.101562,-0.179688,2,True,0.273438,p004,H_093
15,15.179688,15.085938,0.093750,1,14.898438,15.171875,-0.273438,2,True,0.367188,p004,H_093
16,15.179688,15.085938,0.093750,1,14.718750,15.375000,-0.656250,2,True,0.750000,p004,H_093
17,15.179688,15.085938,0.093750,1,14.929688,15.445312,-0.515625,2,True,0.609375,p004,H_093
18,15.179688,15.085938,0.093750,1,14.828125,15.531250,-0.703125,2,True,0.796875,p004,H_093
19,15.179688,15.085938,0.093750,1,15.335938,14.929688,0.406250,1,False,-0.312500,p004,H_093
20,15.179688,15.085938,0.093750,1,15.718750,14.726562,0.992188,1,False,-0.898438,p004,H_093
21,15.179688,15.085938,0.093750,1,15.906250,14.703125,1.203125,1,False,-1.109375,p004,H_093
22,15.179688,15.085938,0.093750,1,15.945312,14.656250,1.289062,1,False,-1.195312,p004,H_093
23,15.179688,15.085938,0.093750,1,15.953125,14.734375,1.218750,1,False,-1.125000,p004,H_093
24,15.179688,15.085938,0.093750,1,16.062500,14.742188,1.320312,1,False,-1.226562,p004,H_093
25,15.179688,15.085938,0.093750,1,16.031250,14.625000,1.406250,1,False,-1.312500,p004,H_093
26,15.179688,15.085938,0.093750,1,16.203125,14.968750,1.234375,1,False,-1.140625,p004,H_093
27,15.179688,15.085938,0.093750,1,17.140625,15.734375,1.406250,1,False,-1.312500,p004,H_093
28,15.179688,15.085938,0.093750,1,17.281250,15.820312,1.460938,1,False,-1.367188,p004,H_093
29,15.179688,15.085938,0.093750,1,17.187500,15.585938,1.601562,1,False,-1.507812,p004,H_093
30,15.179688,15.085938,0.093750,1,17.359375,15.343750,2.015625,1,False,-1.921875,p004,H_093
31,15.179688,15.085938,0.093750,1,17.515625,15.343750,2.171875,1,False,-2.078125,p004,H_093
0,13.851562,17.218750,-3.367188,2,14.367188,15.835938,-1.468750,2,False,-1.898438,p005,G_175
1,13.851562,17.218750,-3.367188,2,14.335938,15.828125,-1.492188,2,False,-1.875000,p005,G_175
2,13.851562,17.218750,-3.367188,2,14.343750,15.828125,-1.484375,2,False,-1.882812,p005,G_175
3,13.851562,17.218750,-3.367188,2,14.437500,15.882812,-1.445312,2,False,-1.921875,p005,G_175
4,13.851562,17.218750,-3.367188,2,14.304688,15.867188,-1.562500,2,False,-1.804688,p005,G_175
5,13.851562,17.218750,-3.367188,2,14.296875,15.953125,-1.656250,2,False,-1.710938,p005,G_175
6,13.851562,17.218750,-3.367188,2,14.093750,15.359375,-1.265625,2,False,-2.101562,p005,G_175
7,13.851562,17.218750,-3.367188,2,14.015625,15.140625,-1.125000,2,False,-2.242188,p005,G_175
8,13.851562,17.218750,-3.367188,2,13.898438,15.164062,-1.265625,2,False,-2.101562,p005,G_175
9,13.851562,17.218750,-3.367188,2,14.132812,15.617188,-1.484375,2,False,-1.882812,p005,G_175
10,13.851562,17.218750,-3.367188,2,13.992188,14.968750,-0.976562,2,False,-2.390625,p005,G_175
11,13.851562,17.218750,-3.367188,2,14.343750,15.445312,-1.101562,2,False,-2.265625,p005,G_175
12,13.851562,17.218750,-3.367188,2,14.179688,15.242188,-1.062500,2,False,-2.304688,p005,G_175
13,13.851562,17.218750,-3.367188,2,14.140625,15.484375,-1.343750,2,False,-2.023438,p005,G_175
14,13.851562,17.218750,-3.367188,2,14.367188,15.570312,-1.203125,2,False,-2.164062,p005,G_175
15,13.851562,17.218750,-3.367188,2,14.437500,15.375000,-0.937500,2,False,-2.429688,p005,G_175
16,13.851562,17.218750,-3.367188,2,14.859375,15.531250,-0.671875,2,False,-2.695312,p005,G_175
17,13.851562,17.218750,-3.367188,2,14.882812,15.156250,-0.273438,2,False,-3.093750,p005,G_175
18,13.851562,17.218750,-3.367188,2,15.101562,15.390625,-0.289062,2,False,-3.078125,p005,G_175
19,13.851562,17.218750,-3.367188,2,15.687500,15.406250,0.281250,1,True,-3.648438,p005,G_175
20,13.851562,17.218750,-3.367188,2,15.859375,15.445312,0.414062,1,True,-3.781250,p005,G_175
21,13.851562,17.218750,-3.367188,2,15.875000,15.507812,0.367188,1,True,-3.734375,p005,G_175
22,13.851562,17.218750,-3.367188,2,15.882812,15.492188,0.390625,1,True,-3.757812,p005,G_175
23,13.851562,17.218750,-3.367188,2,15.859375,15.554688,0.304688,1,True,-3.671875,p005,G_175
24,13.851562,17.218750,-3.367188,2,15.828125,15.531250,0.296875,1,True,-3.664062,p005,G_175
25,13.851562,17.218750,-3.367188,2,15.851562,15.531250,0.320312,1,True,-3.687500,p005,G_175
26,13.851562,17.218750,-3.367188,2,15.968750,15.726562,0.242188,1,True,-3.609375,p005,G_175
27,13.851562,17.218750,-3.367188,2,15.875000,15.625000,0.250000,1,True,-3.617188,p005,G_175
28,13.851562,17.218750,-3.367188,2,15.859375,15.546875,0.312500,1,True,-3.679688,p005,G_175
29,13.851562,17.218750,-3.367188,2,15.664062,15.312500,0.351562,1,True,-3.718750,p005,G_175
30,13.851562,17.218750,-3.367188,2,15.679688,15.296875,0.382812,1,True,-3.750000,p005,G_175
31,13.851562,17.218750,-3.367188,2,15.640625,15.234375,0.406250,1,True,-3.773438,p005,G_175
0,15.609375,15.906250,-0.296875,2,14.375000,14.078125,0.296875,1,True,-0.593750,p006,G_062
1,15.609375,15.906250,-0.296875,2,14.523438,13.820312,0.703125,1,True,-1.000000,p006,G_062
2,15.609375,15.906250,-0.296875,2,14.750000,14.539062,0.210938,1,True,-0.507812,p006,G_062
3,15.609375,15.906250,-0.296875,2,14.750000,14.359375,0.390625,1,True,-0.687500,p006,G_062
4,15.609375,15.906250,-0.296875,2,14.617188,14.187500,0.429688,1,True,-0.726562,p006,G_062
5,15.609375,15.906250,-0.296875,2,14.484375,14.210938,0.273438,1,True,-0.570312,p006,G_062
6,15.609375,15.906250,-0.296875,2,14.570312,14.406250,0.164062,1,True,-0.460938,p006,G_062
7,15.609375,15.906250,-0.296875,2,14.429688,14.109375,0.320312,1,True,-0.617188,p006,G_062
8,15.609375,15.906250,-0.296875,2,14.851562,14.859375,-0.007812,2,False,-0.289062,p006,G_062
9,15.609375,15.906250,-0.296875,2,14.773438,14.945312,-0.171875,2,False,-0.125000,p006,G_062
10,15.609375,15.906250,-0.296875,2,13.945312,13.835938,0.109375,1,True,-0.406250,p006,G_062
11,15.609375,15.906250,-0.296875,2,13.960938,14.101562,-0.140625,2,False,-0.156250,p006,G_062
12,15.609375,15.906250,-0.296875,2,13.898438,14.187500,-0.289062,2,False,-0.007812,p006,G_062
13,15.609375,15.906250,-0.296875,2,14.218750,14.656250,-0.437500,2,False,0.140625,p006,G_062
14,15.609375,15.906250,-0.296875,2,14.195312,14.390625,-0.195312,2,False,-0.101562,p006,G_062
15,15.609375,15.906250,-0.296875,2,14.304688,14.320312,-0.015625,2,False,-0.281250,p006,G_062
16,15.609375,15.906250,-0.296875,2,14.500000,14.554688,-0.054688,2,False,-0.242188,p006,G_062
17,15.609375,15.906250,-0.296875,2,14.750000,14.593750,0.156250,1,True,-0.453125,p006,G_062
18,15.609375,15.906250,-0.296875,2,15.117188,14.953125,0.164062,1,True,-0.460938,p006,G_062
19,15.609375,15.906250,-0.296875,2,15.554688,14.539062,1.015625,1,True,-1.312500,p006,G_062
20,15.609375,15.906250,-0.296875,2,15.593750,14.484375,1.109375,1,True,-1.406250,p006,G_062
21,15.609375,15.906250,-0.296875,2,15.648438,14.164062,1.484375,1,True,-1.781250,p006,G_062
22,15.609375,15.906250,-0.296875,2,15.671875,14.125000,1.546875,1,True,-1.843750,p006,G_062
23,15.609375,15.906250,-0.296875,2,15.703125,14.242188,1.460938,1,True,-1.757812,p006,G_062
24,15.609375,15.906250,-0.296875,2,15.656250,14.179688,1.476562,1,True,-1.773438,p006,G_062
25,15.609375,15.906250,-0.296875,2,15.718750,14.250000,1.468750,1,True,-1.765625,p006,G_062
26,15.609375,15.906250,-0.296875,2,15.789062,14.554688,1.234375,1,True,-1.531250,p006,G_062
27,15.609375,15.906250,-0.296875,2,15.804688,14.578125,1.226562,1,True,-1.523438,p006,G_062
28,15.609375,15.906250,-0.296875,2,16.000000,14.609375,1.390625,1,True,-1.687500,p006,G_062
29,15.609375,15.906250,-0.296875,2,16.156250,14.703125,1.453125,1,True,-1.750000,p006,G_062
30,15.609375,15.906250,-0.296875,2,16.250000,14.585938,1.664062,1,True,-1.960938,p006,G_062
31,15.609375,15.906250,-0.296875,2,16.609375,14.929688,1.679688,1,True,-1.976562,p006,G_062
0,16.921875,19.265625,-2.343750,2,14.437500,16.359375,-1.921875,2,False,-0.421875,p007,G_295
1,16.921875,19.265625,-2.343750,2,14.437500,16.375000,-1.937500,2,False,-0.406250,p007,G_295
2,16.921875,19.265625,-2.343750,2,14.382812,16.312500,-1.929688,2,False,-0.414062,p007,G_295
3,16.921875,19.265625,-2.343750,2,14.445312,16.171875,-1.726562,2,False,-0.617188,p007,G_295
4,16.921875,19.265625,-2.343750,2,14.484375,16.218750,-1.734375,2,False,-0.609375,p007,G_295
5,16.921875,19.265625,-2.343750,2,14.460938,16.296875,-1.835938,2,False,-0.507812,p007,G_295
6,16.921875,19.265625,-2.343750,2,14.445312,16.265625,-1.820312,2,False,-0.523438,p007,G_295
7,16.921875,19.265625,-2.343750,2,14.468750,16.156250,-1.687500,2,False,-0.656250,p007,G_295
8,16.921875,19.265625,-2.343750,2,14.585938,16.218750,-1.632812,2,False,-0.710938,p007,G_295
9,16.921875,19.265625,-2.343750,2,14.578125,16.140625,-1.562500,2,False,-0.781250,p007,G_295
10,16.921875,19.265625,-2.343750,2,14.921875,15.375000,-0.453125,2,False,-1.890625,p007,G_295
11,16.921875,19.265625,-2.343750,2,14.796875,15.281250,-0.484375,2,False,-1.859375,p007,G_295
12,16.921875,19.265625,-2.343750,2,14.453125,15.164062,-0.710938,2,False,-1.632812,p007,G_295
13,16.921875,19.265625,-2.343750,2,14.367188,15.039062,-0.671875,2,False,-1.671875,p007,G_295
14,16.921875,19.265625,-2.343750,2,14.554688,15.257812,-0.703125,2,False,-1.640625,p007,G_295
15,16.921875,19.265625,-2.343750,2,14.335938,15.179688,-0.843750,2,False,-1.500000,p007,G_295
16,16.921875,19.265625,-2.343750,2,14.343750,15.070312,-0.726562,2,False,-1.617188,p007,G_295
17,16.921875,19.265625,-2.343750,2,14.335938,15.218750,-0.882812,2,False,-1.460938,p007,G_295
18,16.921875,19.265625,-2.343750,2,14.539062,15.156250,-0.617188,2,False,-1.726562,p007,G_295
19,16.921875,19.265625,-2.343750,2,15.289062,14.726562,0.562500,1,True,-2.906250,p007,G_295
20,16.921875,19.265625,-2.343750,2,15.429688,14.656250,0.773438,1,True,-3.117188,p007,G_295
21,16.921875,19.265625,-2.343750,2,15.390625,14.515625,0.875000,1,True,-3.218750,p007,G_295
22,16.921875,19.265625,-2.343750,2,15.453125,14.632812,0.820312,1,True,-3.164062,p007,G_295
23,16.921875,19.265625,-2.343750,2,15.429688,14.593750,0.835938,1,True,-3.179688,p007,G_295
24,16.921875,19.265625,-2.343750,2,15.289062,14.320312,0.968750,1,True,-3.312500,p007,G_295
25,16.921875,19.265625,-2.343750,2,15.382812,14.343750,1.039062,1,True,-3.382812,p007,G_295
26,16.921875,19.265625,-2.343750,2,15.406250,14.359375,1.046875,1,True,-3.390625,p007,G_295
27,16.921875,19.265625,-2.343750,2,15.367188,14.359375,1.007812,1,True,-3.351562,p007,G_295
28,16.921875,19.265625,-2.343750,2,15.523438,14.523438,1.000000,1,True,-3.343750,p007,G_295
29,16.921875,19.265625,-2.343750,2,15.460938,14.484375,0.976562,1,True,-3.320312,p007,G_295
30,16.921875,19.265625,-2.343750,2,15.453125,14.195312,1.257812,1,True,-3.601562,p007,G_295
31,16.921875,19.265625,-2.343750,2,15.390625,14.187500,1.203125,1,True,-3.546875,p007,G_295
0,17.609375,16.453125,1.156250,1,16.343750,16.843750,-0.500000,2,True,1.656250,p008,G_210
1,17.609375,16.453125,1.156250,1,16.015625,16.453125,-0.437500,2,True,1.593750,p008,G_210
2,17.609375,16.453125,1.156250,1,15.828125,16.171875,-0.343750,2,True,1.500000,p008,G_210
3,17.609375,16.453125,1.156250,1,15.945312,16.187500,-0.242188,2,True,1.398438,p008,G_210
4,17.609375,16.453125,1.156250,1,16.218750,16.515625,-0.296875,2,True,1.453125,p008,G_210
5,17.609375,16.453125,1.156250,1,16.140625,16.406250,-0.265625,2,True,1.421875,p008,G_210
6,17.609375,16.453125,1.156250,1,16.250000,16.406250,-0.156250,2,True,1.312500,p008,G_210
7,17.609375,16.453125,1.156250,1,15.968750,16.390625,-0.421875,2,True,1.578125,p008,G_210
8,17.609375,16.453125,1.156250,1,15.835938,16.437500,-0.601562,2,True,1.757812,p008,G_210
9,17.609375,16.453125,1.156250,1,16.046875,16.515625,-0.468750,2,True,1.625000,p008,G_210
10,17.609375,16.453125,1.156250,1,15.828125,16.531250,-0.703125,2,True,1.859375,p008,G_210
11,17.609375,16.453125,1.156250,1,16.343750,16.671875,-0.328125,2,True,1.484375,p008,G_210
12,17.609375,16.453125,1.156250,1,16.296875,16.625000,-0.328125,2,True,1.484375,p008,G_210
13,17.609375,16.453125,1.156250,1,16.656250,16.406250,0.250000,1,False,0.906250,p008,G_210
14,17.609375,16.453125,1.156250,1,15.875000,15.890625,-0.015625,2,True,1.171875,p008,G_210
15,17.609375,16.453125,1.156250,1,16.125000,16.078125,0.046875,1,False,1.109375,p008,G_210
16,17.609375,16.453125,1.156250,1,16.140625,15.882812,0.257812,1,False,0.898438,p008,G_210
17,17.609375,16.453125,1.156250,1,15.875000,15.750000,0.125000,1,False,1.031250,p008,G_210
18,17.609375,16.453125,1.156250,1,15.890625,15.585938,0.304688,1,False,0.851562,p008,G_210
19,17.609375,16.453125,1.156250,1,15.921875,15.390625,0.531250,1,False,0.625000,p008,G_210
20,17.609375,16.453125,1.156250,1,16.171875,15.156250,1.015625,1,False,0.140625,p008,G_210
21,17.609375,16.453125,1.156250,1,16.093750,15.234375,0.859375,1,False,0.296875,p008,G_210
22,17.609375,16.453125,1.156250,1,16.093750,15.257812,0.835938,1,False,0.320312,p008,G_210
23,17.609375,16.453125,1.156250,1,16.031250,15.195312,0.835938,1,False,0.320312,p008,G_210
24,17.609375,16.453125,1.156250,1,15.921875,15.171875,0.750000,1,False,0.406250,p008,G_210
25,17.609375,16.453125,1.156250,1,15.945312,15.210938,0.734375,1,False,0.421875,p008,G_210
26,17.609375,16.453125,1.156250,1,16.015625,15.156250,0.859375,1,False,0.296875,p008,G_210
27,17.609375,16.453125,1.156250,1,16.250000,15.421875,0.828125,1,False,0.328125,p008,G_210
28,17.609375,16.453125,1.156250,1,16.156250,15.289062,0.867188,1,False,0.289062,p008,G_210
29,17.609375,16.453125,1.156250,1,16.015625,15.101562,0.914062,1,False,0.242188,p008,G_210
30,17.609375,16.453125,1.156250,1,16.156250,15.312500,0.843750,1,False,0.312500,p008,G_210
31,17.609375,16.453125,1.156250,1,15.968750,15.132812,0.835938,1,False,0.320312,p008,G_210
0,14.859375,15.929688,-1.070312,2,14.429688,15.156250,-0.726562,2,False,-0.343750,p009,G_564
1,14.859375,15.929688,-1.070312,2,14.515625,15.218750,-0.703125,2,False,-0.367188,p009,G_564
2,14.859375,15.929688,-1.070312,2,14.679688,15.140625,-0.460938,2,False,-0.609375,p009,G_564
3,14.859375,15.929688,-1.070312,2,14.546875,15.078125,-0.531250,2,False,-0.539062,p009,G_564
4,14.859375,15.929688,-1.070312,2,14.585938,15.382812,-0.796875,2,False,-0.273438,p009,G_564
5,14.859375,15.929688,-1.070312,2,14.343750,15.046875,-0.703125,2,False,-0.367188,p009,G_564
6,14.859375,15.929688,-1.070312,2,14.429688,15.265625,-0.835938,2,False,-0.234375,p009,G_564
7,14.859375,15.929688,-1.070312,2,14.429688,15.171875,-0.742188,2,False,-0.328125,p009,G_564
8,14.859375,15.929688,-1.070312,2,14.375000,15.054688,-0.679688,2,False,-0.390625,p009,G_564
9,14.859375,15.929688,-1.070312,2,14.234375,14.968750,-0.734375,2,False,-0.335938,p009,G_564
10,14.859375,15.929688,-1.070312,2,14.304688,15.125000,-0.820312,2,False,-0.250000,p009,G_564
